title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox,Doors,Seats
Volkswagen Polo,3790,16300,2006,2,Petrol,Hatchback,1.2L,Manual,3,5
Nissan Almera,1395,114987,2004,,Petrol,Hatchback,1.8L,Automatic,5,5
Lexus IS 250,8899,118000,2015,1,Petrol,Saloon,2.5L,Automatic,4,5
Fiat 500,2595,48000,2010,4,Petrol,Hatchback,1.2L,Manual,3,4
Volkswagen Passat,2449,125000,2009,,Petrol,Saloon,1.4L,Manual,4,5
BMW 3 Series,1289,138000,2004,,Diesel,Saloon,2.0L,Automatic,4,5
SEAT Ibiza,2799,99061,2011,,Petrol,Hatchback,1.2L,Manual,3,5
Honda Civic,9198,78691,2018,,Diesel,Hatchback,1.6L,Manual,5,5
Peugeot 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5,5
Vauxhall Corsa,2050,88000,2009,,Petrol,Hatchback,1.2L,Manual,5,5
Chevrolet Cruze,2950,144000,2013,4,Petrol,Estate,1.8L,Automatic,5,5
BMW 5 Series,4950,90000,2012,3,Diesel,Saloon,2.0L,Manual,4,5
BMW 3 Series,2495,139000,2006,,Petrol,Saloon,2.0L,Manual,4,5
Mercedes-Benz C Class,4449,94500,2011,,Diesel,Saloon,2.1L,Automatic,4,5
Hyundai Veloster,3999,117000,2012,3,Petrol,Hatchback,1.6L,Manual,4,4
Audi A3,3480,117000,2009,,Petrol,Hatchback,1.6L,Manual,5,5
Mercedes-Benz C Class,1889,127000,2007,,Diesel,Saloon,2.1L,Automatic,4,5
Ford Fusion,1995,62359,2006,2,Petrol,Hatchback,1.4L,Manual,5,5
Renault Grand Scenic,1490,128600,2010,2,Diesel,MPV,1.5L,Manual,5,7
Peugeot 207,1299,87000,2008,5,Diesel,Hatchback,1.6L,Manual,5,5
BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4,5
Peugeot 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5
Vauxhall Vectra,2495,93366,2008,6,Petrol,Hatchback,2.8L,Automatic,5,5
Audi A3,2975,88000,2008,,Petrol,Hatchback,1.6L,Manual,3,5
Vauxhall Astra,2495,99000,2007,,Petrol,Hatchback,1.6L,Manual,3,5
Honda Jazz,2499,100000,2010,,Petrol,Hatchback,1.2L,Manual,5,5
Volkswagen Polo,1995,87500,2007,5,Petrol,Hatchback,1.2L,Manual,3,5
Vauxhall Corsa,2399,53000,2008,,Petrol,Hatchback,1.4L,Manual,3,5
Peugeot 207,1995,70000,2009,,Petrol,Hatchback,1.4L,Manual,3,5
BMW 7 Series,7500,87000,2012,,Diesel,Saloon,3.0L,Automatic,4,5
Peugeot 208,4795,47000,2015,3,Petrol,Hatchback,1.0L,Manual,3,5
Suzuki Grand Vitara,2599,107575,2011,1,Petrol,SUV,1.6L,Manual,3,5
Volkswagen Polo,2495,149000,2010,1,Diesel,Hatchback,1.2L,Manual,5,5
Peugeot 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5
Vauxhall Corsa,10698,22782,2020,,Petrol,Hatchback,1.2L,Manual,5,5
Alfa Romeo Mito,1750,130000,2010,4,Petrol,Hatchback,1.4L,Manual,3,4
Mercedes-Benz C Class,5250,121700,2013,5,Petrol,Coupe,1.6L,Automatic,2,4
Mercedes-Benz C Class,4995,100000,2011,,Petrol,Saloon,1.8L,Automatic,4,5
Peugeot 2008,7099,83000,2016,2,Petrol,SUV,1.2L,Manual,5,5
Ford Fiesta,1799,93796,2009,8,Petrol,Hatchback,1.4L,Manual,3,5
Volkswagen Polo,2870,125392,2010,1,Petrol,Hatchback,1.2L,Manual,3,5
Peugeot 107,2050,83376,2010,3,Petrol,Hatchback,1.0L,Manual,5,4
Toyota Corolla,1750,90000,2004,3,Petrol,Estate,1.6L,Manual,5,5
Renault Scenic,1999,125000,2012,2,Petrol,MPV,1.6L,Manual,5,5
Citroen C4,1950,100000,2007,4,Petrol,Hatchback,1.6L,Automatic,5,5
Vauxhall Corsa,1950,93000,2012,4,Petrol,Hatchback,1.2L,Manual,3,5
Vauxhall Corsa,10698,22782,2020,,Petrol,Hatchback,1.2L,Manual,5,5
Vauxhall Corsa,10698,22782,2020,,Petrol,Hatchback,1.2L,Manual,5,5
BMW 3 Series,2275,103383,2008,5,Petrol,Coupe,2.0L,Manual,2,4
Volvo V50,1595,148642,2012,2,Diesel,Estate,1.6L,Manual,5,5
Vauxhall Corsa,2450,109714,2012,5,Petrol,Hatchback,1.2L,Manual,5,5
Mitsubishi Colt,1949,70000,2012,2,Petrol,Hatchback,1.1L,Manual,3,5
Volkswagen Passat,4200,90000,2011,3,Diesel,Saloon,2.0L,Automatic,4,5
Audi A6 Saloon,1499,131724,2006,3,Petrol,Saloon,2.0L,Manual,4,5
BMW 3 Series,4199,92000,2011,3,Petrol,Coupe,2.0L,Automatic,2,4
Audi A3,2910,118500,2011,3,Petrol,Hatchback,1.2L,Manual,3,5
Hyundai ix35,4280,105000,2012,,Petrol,SUV,1.6L,Manual,5,5
Ford Focus,798,140599,2008,,Petrol,Hatchback,1.6L,Manual,5,5
Vauxhall Corsa,10698,22782,2020,,Petrol,Hatchback,1.2L,Manual,5,5
BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4,5
Peugeot 207,2390,78000,2010,,Petrol,Hatchback,1.4L,Manual,3,5
Peugeot 207,2175,84000,2010,,Petrol,Hatchback,1.4L,Manual,5,5
Fiat 500,4750,80000,2015,,Petrol,Hatchback,1.2L,Manual,3,4
BMW 5 Series,4450,100000,2005,,Petrol,Saloon,2.5L,Automatic,4,5
BMW 3 Series,2900,104499,2007,5,Petrol,Saloon,2.0L,Automatic,4,5
Vauxhall Corsa,4500,74010,2015,2,Petrol,Hatchback,1.4L,Manual,3,5
Mercedes-Benz C Class,4000,114401,2013,4,Diesel,Coupe,2.1L,Automatic,2,4
Vauxhall Astra,2995,98000,2012,,Petrol,Hatchback,1.6L,Manual,5,5
Mercedes-Benz A Class,16997,60000,2019,,Diesel,Hatchback,1.5L,Automatic,5,5
Ford Focus,1789,93000,2010,,Petrol,Hatchback,1.6L,Manual,3,5
Ford Focus,798,140599,2008,,Petrol,Hatchback,1.6L,Manual,5,5
BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4,5
SKODA Fabia,6900,70189,2016,3,Diesel,Hatchback,1.4L,Manual,5,5
SEAT Ibiza,4895,66000,2012,2,Petrol,Hatchback,1.4L,Manual,5,5
Ford Fiesta,975,97505,2003,4,Petrol,Hatchback,1.3L,Manual,5,4
Hyundai ix20,4495,100000,2012,4,Petrol,Hatchback,1.6L,Automatic,5,5
BMW 3 Series,1499,99999,2005,2,Petrol,Saloon,2.0L,Manual,4,5
Fiat Doblo,2495,99000,2009,2,Petrol,Estate,1.4L,Manual,5,2
Ford Fiesta,3985,95601,2015,,Petrol,Hatchback,1.3L,Manual,3,5
Mercedes-Benz CLK,2500,149000,2006,2,Diesel,Coupe,3.0L,Automatic,2,4
Volkswagen Golf,4599,70000,2009,2,Petrol,Hatchback,1.4L,Manual,5,5
Ford Fiesta,1189,135000,2004,,Petrol,Hatchback,1.4L,Manual,5,5
Vauxhall Insignia,2950,79000,2011,4,Petrol,Hatchback,1.8L,Manual,5,5
SKODA Fabia,6900,70189,2016,3,Diesel,Hatchback,1.4L,Manual,5,5
Peugeot 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5,5
BMW 3 Series,2500,138910,2003,9,Petrol,Convertible,2.5L,Manual,2,4
Citroen C3,2495,55000,2005,,Petrol,Hatchback,1.6L,Automatic,5,5
Ford Mustang,5000,99350,2005,1,Petrol,Coupe,5.0L,Automatic,2,4
Honda Jazz,2495,118000,2012,3,Petrol,Hatchback,1.4L,Manual,5,5
SKODA Octavia,2490,56000,2003,,Petrol,Hatchback,1.8L,Automatic,5,5
Peugeot 208,3650,78000,2012,2,Petrol,Hatchback,1.4L,Manual,5,5
Nissan Qashqai,2495,132000,2009,5,Petrol,Hatchback,1.6L,Manual,5,5
Chevrolet Cruze,2495,98000,2010,,Petrol,Saloon,1.6L,Automatic,4,5
BMW 3 Series,3950,98000,2009,4,Petrol,Saloon,2.0L,Manual,4,5
BMW 3 Series,2700,105713,2005,6,Petrol,Convertible,2.0L,Manual,2,4
Ford Focus,2950,105000,2011,,Petrol,Hatchback,1.6L,Manual,5,5
Peugeot 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5,5
Peugeot 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5
BMW 1 Series,7500,73000,2012,,Petrol,Hatchback,1.6L,Manual,5,5
Vauxhall Astra,1595,93610,2001,2,Petrol,Hatchback,1.6L,Automatic,5,5
Mercedes-Benz C Class,3999,128000,2009,3,Petrol,Saloon,1.6L,Automatic,4,5
Dacia Sandero,5499,32000,2016,1,Petrol,Hatchback,1.2L,Manual,5,5
Daihatsu Terios,1495,110000,2007,3,Petrol,SUV,1.5L,Manual,5,5
Alfa Romeo Giulietta,3495,104000,2011,4,Petrol,Hatchback,1.4L,Manual,5,5
Nissan Qashqai,2495,113000,2009,,Petrol,Hatchback,1.6L,Manual,5,5
Ford Focus,3690,84000,2011,5,Petrol,Hatchback,1.6L,Manual,5,5
Vauxhall Astra,1495,109000,2008,,Petrol,Hatchback,1.6L,Manual,5,5
MINI Hatch,2495,69400,2009,2,Petrol,Hatchback,1.4L,Manual,3,4
SEAT Ibiza,2799,99061,2011,,Petrol,Hatchback,1.2L,Manual,3,5
BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4,5
Mercedes-Benz A Class,15900,62402,2019,1,Petrol,Hatchback,1.3L,Automatic,5,5
Mercedes-Benz CLK,2995,115000,2006,,Petrol,Convertible,1.8L,Automatic,2,4
Vauxhall Corsa,4999,54600,2015,,Petrol,Hatchback,1.2L,Manual,5,5
Toyota Yaris,1850,73424,2004,2,Petrol,Hatchback,1.0L,Manual,5,5
Audi A3,3295,109000,2010,,Petrol,Hatchback,1.4L,Manual,3,5
Hyundai i30,4000,44591,2010,2,Diesel,Hatchback,1.6L,Automatic,5,5
Nissan Note,1993,94200,2009,3,Petrol,Hatchback,1.4L,Manual,5,5
Peugeot 308,2795,100000,2011,5,Petrol,Hatchback,1.6L,Manual,5,5
Vauxhall Corsa,4195,79000,2011,5,Petrol,Hatchback,1.4L,Automatic,5,5
BMW 3 Series,2495,94350,2007,4,Petrol,Saloon,2.0L,Manual,4,5
MINI Hatch,2495,63000,2005,2,Petrol,Hatchback,1.6L,Manual,3,4
Peugeot 207,1299,87000,2008,5,Diesel,Hatchback,1.6L,Manual,5,5
Mercedes-Benz A Class,15900,62402,2019,1,Petrol,Hatchback,1.3L,Automatic,5,5
Vauxhall Corsa,10698,22782,2020,,Petrol,Hatchback,1.2L,Manual,5,5
Fiat Punto,2995,80000,2012,,Petrol,Hatchback,1.4L,Manual,3,5
Vauxhall Astra,2150,72000,2008,3,Petrol,Hatchback,1.4L,Manual,5,5
Saab 9-3,1995,108000,2007,2,Petrol,Saloon,1.8L,Automatic,4,5
Fiat Punto,3495,49796,2012,,Petrol,Hatchback,1.2L,Manual,5,5
Citroen C3 Picasso,2090,86255,2010,3,Diesel,MPV,1.6L,Manual,5,5
Volvo S40,1995,113000,2007,2,Petrol,Saloon,1.6L,Manual,4,5
BMW 5 Series,1500,162085,2007,3,Diesel,Saloon,3.0L,Automatic,4,5
Vauxhall Astra,4495,65550,2013,2,Petrol,Hatchback,1.4L,Manual,5,5
Volkswagen Scirocco,2920,130422,2009,4,Petrol,Hatchback,1.4L,Manual,3,4
Chevrolet Matiz,2490,44584,2008,5,Petrol,Hatchback,0.8L,Automatic,5,5
SEAT Ibiza,2799,99061,2011,,Petrol,Hatchback,1.2L,Manual,3,5
Vauxhall Corsa,10698,22782,2020,,Petrol,Hatchback,1.2L,Manual,5,5
KIA Sportage,10198,50028,2016,,Petrol,SUV,1.6L,Manual,5,5
BMW 3 Series,2490,107800,2006,5,Petrol,Saloon,2.0L,Automatic,4,5
BMW 3 Series,3500,100000,2007,,Petrol,Saloon,2.0L,Automatic,4,5
Jeep Compass,2000,66814,2009,6,Petrol,SUV,2.4L,Manual,5,5
Mercedes-Benz C Class,4950,112000,2008,,Petrol,Saloon,3.5L,Automatic,4,5
BMW 1 Series,6450,89518,2012,3,Petrol,Hatchback,1.6L,Automatic,5,5
Toyota Yaris,4990,96755,2014,,Petrol,Hatchback,1.3L,Manual,5,5
BMW 3 Series,2255,165000,2006,5,Petrol,Saloon,2.5L,Manual,4,5
MINI Hatch,2250,111000,2010,3,Petrol,Hatchback,1.6L,Manual,3,4
BMW 1 Series,2890,109000,2007,2,Petrol,Hatchback,2.0L,Automatic,5,5
Ford Focus,1850,97000,2003,2,Petrol,Hatchback,1.6L,Automatic,5,5
Volkswagen Polo,3495,127000,2015,,Petrol,Hatchback,1.0L,Manual,3,5
KIA Sportage,10198,50028,2016,,Petrol,SUV,1.6L,Manual,5,5
Mercedes-Benz A Class,15900,62402,2019,1,Petrol,Hatchback,1.3L,Automatic,5,5
Vauxhall Tigra,1490,85556,2006,3,Petrol,Convertible,1.4L,Manual,2,2
Jaguar XE,9990,105000,2016,1,Diesel,Saloon,2.0L,Automatic,4,5
Audi A4,5495,65694,2009,2,Diesel,Saloon,2.7L,Automatic,4,5
Peugeot 208,4750,67653,2013,3,Petrol,Hatchback,1.2L,Manual,5,5
Mercedes-Benz B Class,2494,87000,2007,,Petrol,MPV,1.5L,Manual,5,5
Vauxhall Corsa,1995,96000,2008,3,Petrol,Hatchback,1.2L,Manual,5,5
Peugeot 2008,6050,61000,2014,,Petrol,SUV,1.2L,Manual,5,5
Ford Fiesta,3250,85000,2009,3,Petrol,Hatchback,1.3L,Manual,5,5
BMW 3 Series,4440,90000,2006,4,Petrol,Saloon,2.5L,Automatic,4,5
Volkswagen Touran,1950,85000,2004,3,Petrol,MPV,1.6L,Manual,5,5
Vauxhall Insignia,2950,79000,2011,4,Petrol,Hatchback,1.8L,Manual,5,5
Mercedes-Benz A Class,15900,62402,2019,1,Petrol,Hatchback,1.3L,Automatic,5,5
Ford Focus,8975,86500,2017,,Diesel,Hatchback,1.5L,Manual,5,5
Toyota Yaris,2000,64000,2007,3,Petrol,Hatchback,1.3L,Manual,5,5
Chrysler Sebring,1999,88000,2007,5,Petrol,Saloon,2.4L,Automatic,4,5
Nissan X-trail,2495,101232,2001,,Petrol,SUV,2.0L,Automatic,5,5
Peugeot 108,4495,71000,2015,3,Petrol,Hatchback,1.2L,Manual,3,4
Vauxhall Vectra,1799,69200,2007,4,Petrol,Hatchback,1.8L,Manual,5,5
Vauxhall Corsa,3999,42000,2013,3,Petrol,Hatchback,1.2L,Manual,5,5
Vauxhall Corsa,3480,65279,2007,3,Petrol,Hatchback,1.4L,Automatic,5,5
SKODA Fabia,1949,45000,2010,,Petrol,Hatchback,1.2L,Manual,5,5
Honda Civic,2390,80000,2003,4,Petrol,Hatchback,1.6L,Automatic,5,5
MINI Hatch,1990,83000,2007,7,Petrol,Hatchback,1.6L,Manual,3,4
Ford Focus,2950,105000,2011,,Petrol,Hatchback,1.6L,Manual,5,5
Ford Focus,8975,86500,2017,,Diesel,Hatchback,1.5L,Manual,5,5
Honda Civic,9198,78691,2018,,Diesel,Hatchback,1.6L,Manual,5,5
BMW 1 Series,5000,135600,2015,3,Diesel,Hatchback,1.5L,Manual,5,5
Peugeot 308,4399,99000,2014,,Diesel,Hatchback,1.6L,Manual,5,5
Vauxhall Astra,2500,71000,2008,,Petrol,Hatchback,1.8L,Automatic,5,5
Peugeot 207 SW,3290,43000,2011,1,Diesel,Estate,1.6L,Manual,5,5
BMW X3,5449,100000,2013,,Diesel,SUV,2.0L,Manual,5,5
MINI Hatch,3250,52000,2009,5,Petrol,Hatchback,1.6L,Manual,3,4
Vauxhall Corsa,2500,94500,2011,5,Petrol,Hatchback,1.4L,Manual,5,5
Alfa Romeo 159,2250,132000,2008,2,Petrol,Saloon,1.8L,Manual,4,5
Vauxhall Astra,2477,74000,2010,,Petrol,Convertible,1.8L,Manual,2,4
Renault Clio,5498,58000,2014,4,Petrol,Hatchback,1.2L,Manual,5,5
Ford Focus,2950,105000,2011,,Petrol,Hatchback,1.6L,Manual,5,5
Honda Civic,9198,78691,2018,,Diesel,Hatchback,1.6L,Manual,5,5
Peugeot 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5
Renault Scenic,4695,90000,2015,2,Petrol,MPV,1.2L,Manual,5,5
Ford Focus,1695,100000,2007,,Petrol,Hatchback,1.6L,Manual,5,5
KIA Ceed,3299,124000,2015,2,Diesel,Hatchback,1.6L,Manual,5,5
Jaguar X-type,1599,92000,2003,6,Petrol,Saloon,2.5L,Automatic,4,5
Suzuki Jimny,2490,103200,2006,4,Petrol,Convertible,1.3L,Manual,3,4
Nissan Lafesta,3900,37000,2012,,Petrol,MPV,2.0L,Automatic,,
Vauxhall Corsa,5999,63000,2017,,Petrol,Hatchback,1.4L,Manual,3,5
Volkswagen Golf,7990,58776,2015,,Petrol,Hatchback,1.2L,Manual,3,5
Volvo C30,3841,75349,2009,2,Petrol,Coupe,1.6L,Manual,2,4
MINI Hatch,5495,96229,2016,2,Diesel,Hatchback,1.5L,Manual,3,4
Vauxhall Insignia,2950,79000,2011,4,Petrol,Hatchback,1.8L,Manual,5,5
Peugeot 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5
Peugeot 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5
KIA Ceed,5995,103000,2016,4,Diesel,Estate,1.6L,Manual,5,5
Saab 9-3,3395,125000,2008,3,Petrol,Estate,2.0L,Manual,5,5
Renault Clio,1500,92415,2006,1,Petrol,Hatchback,1.4L,Manual,3,5
Peugeot 2008,5890,67550,2016,2,Petrol,SUV,1.2L,Manual,5,5
Fiat Grande Punto,2289,47500,2008,,Petrol,Hatchback,1.4L,Manual,5,4
Honda Jazz,2390,62000,2006,2,Petrol,Hatchback,1.4L,Manual,5,5
Honda Jazz,1895,77627,2007,5,Petrol,Hatchback,1.4L,Manual,5,5
Vauxhall Astra,1995,93000,2009,,Petrol,Hatchback,1.6L,Manual,5,5
Suzuki Grand Vitara,5995,84000,2008,,Petrol,SUV,2.0L,Automatic,5,5
Toyota Verso,3000,184000,2010,1,Petrol,MPV,1.8L,Automatic,5,7
Ford Focus,2950,105000,2011,,Petrol,Hatchback,1.6L,Manual,5,5
Peugeot 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5,5
Peugeot 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5,5
BMW 3 Series,4995,70000,2008,,Petrol,Convertible,3.0L,Automatic,2,4
Peugeot 107,1950,73200,2013,3,Petrol,Hatchback,1.0L,Manual,3,4
Audi A3,7495,45000,2013,2,Petrol,Hatchback,1.4L,Manual,5,5
Mercedes-Benz E Class,1950,143000,2003,,Diesel,Saloon,2.7L,Automatic,4,5
Renault Grand Scenic,1789,100000,2005,,Petrol,MPV,1.6L,Manual,5,7
Volvo V50,3499,107288,2010,2,Diesel,Estate,2.0L,Automatic,5,5
Peugeot 308,1890,99000,2010,5,Petrol,Hatchback,1.4L,Manual,5,5
Mazda Mazda2,7999,58000,2015,2,Petrol,Hatchback,1.5L,Manual,5,5
Peugeot 206,4050,44283,2004,1,Petrol,Hatchback,2.0L,Manual,3,5
BMW 3 Series,3989,75890,2004,5,Petrol,Convertible,2.0L,Automatic,2,4
Peugeot 207,1299,87000,2008,5,Diesel,Hatchback,1.6L,Manual,5,5
MINI Hatch,10000,46923,2017,3,Petrol,Hatchback,1.5L,Manual,3,4
BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4,5
Ford Mondeo,1990,73839,2008,2,Diesel,Hatchback,1.8L,Manual,5,5
Toyota Auris,6295,88000,2014,,Petrol,Hatchback,1.6L,Manual,5,5
Mercedes-Benz A Class,15900,62402,2019,1,Petrol,Hatchback,1.3L,Automatic,5,5
Chevrolet Captiva,2495,93000,2008,3,Petrol,SUV,2.4L,Manual,5,5
Audi A3,1680,134000,2004,,Diesel,Hatchback,2.0L,Manual,3,5
Ford Fusion,2749,56000,2011,,Petrol,Hatchback,1.4L,Manual,5,5
Toyota RAV4,2789,97000,2006,,Diesel,SUV,2.2L,Manual,5,5
Ford KA,2995,28000,2009,,Petrol,Hatchback,1.2L,Manual,3,4
Volkswagen Passat,3990,95810,2011,3,Diesel,Saloon,1.6L,Manual,4,5
SEAT Ibiza,3499,92000,2014,,Petrol,Hatchback,1.4L,Manual,3,5
Hyundai i30,1750,130000,2010,4,Petrol,Hatchback,1.4L,Manual,5,5
BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4,5
Mercedes-Benz A Class,15900,62402,2019,1,Petrol,Hatchback,1.3L,Automatic,5,5
Vauxhall Astra,5000,60000,2015,1,Petrol,Hatchback,1.4L,Manual,5,5
Renault Grand Scenic,2495,87000,2009,2,Petrol,MPV,1.6L,Manual,5,7
Honda Fr-v,2195,138000,2009,,Petrol,MPV,1.8L,Manual,5,6
Mazda Mazda3,4495,100000,2013,2,Petrol,Hatchback,1.6L,Automatic,5,5
Toyota Yaris,1450,95232,2003,2,Petrol,Hatchback,1.0L,Manual,3,5
Mercedes-Benz E Class,4450,89600,2011,2,Diesel,Saloon,2.1L,Automatic,4,5
BMW 1 Series,1800,145000,2004,5,Diesel,Hatchback,2.0L,Manual,5,5
Nissan Micra,2000,85000,2007,6,Petrol,Hatchback,1.4L,Automatic,5,5
Saab 9-3,2950,87424,2008,3,Petrol,Saloon,1.8L,Automatic,4,5
Mercedes-Benz CLS,3995,84000,2005,4,Petrol,Saloon,5.0L,Automatic,4,4
Volkswagen Polo,2495,149000,2010,1,Diesel,Hatchback,1.2L,Manual,5,5
SKODA Fabia,6900,70189,2016,3,Diesel,Hatchback,1.4L,Manual,5,5
Peugeot 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5,5
BMW 3 Series,5495,88291,2008,3,Petrol,Coupe,2.0L,Automatic,2,4
MINI Hatch,6249,64800,2008,,Petrol,Hatchback,1.6L,Automatic,3,4
BMW 3 Series,6000,112400,2008,,Petrol,Coupe,2.0L,Manual,2,4
Nissan X-trail,2500,138000,2009,3,Diesel,SUV,2.0L,Manual,5,5
Toyota Aygo,3250,110658,2010,5,Petrol,Hatchback,1.0L,Automatic,5,4
Vauxhall Insignia,4495,61000,2014,5,Petrol,Hatchback,1.8L,Manual,5,5
Land Rover Range Rover Evoque,14995,58500,2013,,Petrol,Coupe,2.0L,Automatic,3,4
Toyota Avensis,1599,115000,2004,5,Petrol,Hatchback,1.8L,Manual,5,5
Rover 75,2299,95861,2004,,Petrol,Saloon,2.5L,Automatic,4,5
SEAT Ibiza,1689,93000,2006,,Petrol,Hatchback,1.4L,Manual,5,5
Volkswagen Polo,3495,127000,2015,,Petrol,Hatchback,1.0L,Manual,3,5
Ford Focus,8975,86500,2017,,Diesel,Hatchback,1.5L,Manual,5,5
Peugeot 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5,5
Vauxhall Corsa,1795,96466,2007,8,Petrol,Hatchback,1.2L,Manual,3,5
Renault Clio,1599,77182,2010,3,Petrol,Hatchback,1.2L,Manual,5,5
Citroen DS3,3450,71977,2012,2,Petrol,Hatchback,1.6L,Manual,3,5
Alfa Romeo Mito,2395,93000,2009,,Petrol,Hatchback,1.4L,Manual,3,4
Hyundai I20,6400,64000,2013,3,Petrol,Hatchback,1.4L,Automatic,5,5
Toyota Yaris,1150,98900,2002,3,Petrol,Hatchback,1.3L,Manual,5,5
Vauxhall Zafira,2250,97000,2008,4,Petrol,MPV,1.8L,Manual,5,7
Honda Jazz,2450,42500,2006,2,Petrol,Hatchback,1.4L,Manual,5,5
Peugeot 5008,2999,109000,2010,4,Petrol,MPV,1.6L,Manual,5,7
Vauxhall Astra,3950,56800,2015,4,Diesel,Hatchback,1.7L,Manual,,5
Hyundai i30,1750,130000,2010,4,Petrol,Hatchback,1.4L,Manual,5,5
Peugeot 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5,5
Mercedes-Benz A Class,15900,62402,2019,1,Petrol,Hatchback,1.3L,Automatic,5,5
Citroen DS4,4895,91000,2012,,Petrol,Hatchback,1.6L,Automatic,5,5
Hyundai i30,3990,115600,2013,3,Petrol,Hatchback,1.4L,Manual,5,5
Ford Focus,3699,108000,2011,,Petrol,Hatchback,1.6L,Manual,5,5
Mercedes-Benz C-class,12725,95969,2016,,Diesel,Saloon,2.1L,Manual,4,5
BMW 3 Series,2495,133000,2008,,Petrol,Saloon,3.0L,Automatic,4,5
Renault Laguna,1500,109000,2005,2,Petrol,Estate,2.0L,Automatic,5,5
SEAT Ibiza,2620,78497,2010,4,Petrol,Hatchback,1.2L,Manual,3,5
Volkswagen Golf,2495,147000,2011,4,Petrol,Hatchback,1.2L,Manual,3,5
BMW 3 Series,3500,42460,2007,2,Diesel,Coupe,2.0L,Automatic,2,4
Nissan Qashqai,3895,67000,2010,2,Petrol,SUV,2.0L,Automatic,5,5
Volkswagen Polo,3495,127000,2015,,Petrol,Hatchback,1.0L,Manual,3,5
KIA Sportage,10198,50028,2016,,Petrol,SUV,1.6L,Manual,5,5
Honda Civic,9198,78691,2018,,Diesel,Hatchback,1.6L,Manual,5,5
Honda Civic,2490,80000,2002,2,Petrol,Hatchback,1.6L,Automatic,3,5
Mazda Mazda2,2094,83000,2008,3,Petrol,Hatchback,1.3L,Manual,5,5
Nissan Qashqai+2,5940,85000,2010,2,Petrol,SUV,1.6L,Manual,5,7
Jaguar XF,6500,99000,2012,,Diesel,Saloon,3.0L,Automatic,4,5
Ford Fiesta,2999,149000,2014,,Petrol,Hatchback,1.0L,Manual,5,5
Vauxhall Corsa,4999,65153,2014,4,Petrol,Hatchback,1.2L,Manual,3,5
Mercedes-Benz SLK,1899,94000,2001,,Petrol,Convertible,1.8L,Automatic,2,2
Ford Focus,3000,110000,2013,1,Diesel,Estate,1.6L,Manual,5,5
Fiat 500,4299,60000,2012,2,Petrol,Hatchback,1.2L,Manual,3,4
Ford Focus,1495,119000,2005,,Petrol,Hatchback,1.6L,Manual,5,5
SEAT Ibiza,2799,99061,2011,,Petrol,Hatchback,1.2L,Manual,3,5
Vauxhall Corsa,10698,22782,2020,,Petrol,Hatchback,1.2L,Manual,5,5
SKODA Fabia,6900,70189,2016,3,Diesel,Hatchback,1.4L,Manual,5,5
Ford S-max,3950,75000,2006,,Petrol,MPV,2.5L,Manual,5,7
Audi A5,8050,97850,2011,5,Petrol,Coupe,2.0L,Automatic,2,4
Alfa Romeo GT,2495,90000,2007,3,Petrol,Coupe,2.0L,Manual,2,5
Volkswagen Golf,2259,149490,2009,2,Diesel,Hatchback,2.0L,Manual,5,5
Toyota Corolla Verso,1895,129644,2008,3,Petrol,MPV,1.8L,Manual,5,7
Peugeot Partner Tepee,3000,175112,2010,,Petrol,MPV,1.6L,Manual,5,5
Volkswagen Passat,5990,124700,2015,2,Diesel,Saloon,1.6L,Manual,4,5
Peugeot 3008,2495,107000,2010,,Petrol,SUV,1.6L,Manual,5,5
Volkswagen Polo,3295,97000,2010,4,Petrol,Hatchback,1.2L,Manual,5,5
Toyota Aygo,1895,55897,2006,,Petrol,Hatchback,1.0L,Manual,3,4
Ford Focus,2950,105000,2011,,Petrol,Hatchback,1.6L,Manual,5,5
